order_id,order_date,item,item_id,item_quantity,item_price,item_description,city,country,order_status
210,09/22/2025,Hiking Gaiters,210,210,"€93,97",Protective gaiters to keep dirt and debris out of shoes during hikes.,Berlin,Germany,canceled
211,03/05/2025,Photo Album,211,211,"€143,41",Classic leather photo album for keepsakes.,Wetzlar,Germany,canceled
212,02/02/2026,Toasted Coconut Granola,212,212,"€72,23","Crunchy granola with toasted coconut flakes, perfect for breakfast or snacks.",Halle,Germany,proceed
213,06/02/2025,Eggs (dozen),213,213,"€93,47","Farm fresh eggs, essential for breakfast.",Stuttgart Stuttgart-Mitte,Germany,shipped
214,04/07/2026,Portable SSD,214,214,"€141,53","Fast and compact external solid state drive, 1TB.",Herne,Germany,shipped
215,02/12/2025,Professional Chef Knife,215,215,"€63,49",High-carbon stainless steel chef knife for precision cutting.,Erfurt,Germany,returned
216,01/16/2026,Pesto Genovese,216,216,"€41,56",Traditional basil pesto made with extra virgin olive oil.,Halle,Germany,proceed
217,01/19/2025,Portable Electric Fan,217,217,"€69,74",Compact fan for personal cooling at work or home.,Berlin,Germany,canceled
218,07/01/2025,Organic Vanilla Bean Ice Cream,218,218,"€91,07","Creamy ice cream made with real vanilla beans, perfect for desserts.",Hamburg Sankt Pauli,Germany,shipped
219,08/11/2025,French Bread,219,219,"€79,51","Freshly baked French baguette, perfect for dipping.",München,Germany,canceled
220,05/22/2025,Honey Wheat Pretzels,220,220,"€109,60",Crunchy pretzel sticks made with honey and whole wheat.,Hamburg,Germany,proceed
221,10/18/2025,Zucchini Noodles,221,221,"€146,06","Spiralized zucchini, a healthy alternative to pasta.",Stuttgart,Germany,returned
222,08/15/2025,Wireless Charger,222,222,"€136,91",Qi-certified wireless charger for fast charging.,Hamburg Sankt Pauli,Germany,proceed
223,03/09/2026,Cocoa Powder,223,223,"€40,07",Rich cocoa powder for baking and chocolate recipes.,Rostock,Germany,shipped
224,03/25/2026,Folding Table,224,224,"€146,25",Portable folding table for outdoor events.,Karlsruhe,Germany,returned
225,08/10/2025,Portable Campfire,225,225,"€128,24",Compact campfire for grilling and warmth during camping trips.,Saarbrücken,Germany,canceled
226,01/18/2025,Travel Document Organizer,226,226,"€21,85","Organize travel documents, passport, and cards.",Frankfurt am Main,Germany,proceed
227,12/31/2025,Chickpeas,227,227,"€114,11","Canned chickpeas, perfect for hummus or salads.",Dresden,Germany,returned
228,08/11/2025,Coconut Yogurt,228,228,"€62,08","Creamy yogurt made from coconut milk, dairy-free and delicious.",Berlin,Germany,shipped
229,01/28/2025,Travel Organizer,229,229,"€50,61",Compact travel organizer for accessories and toiletries.,Berlin,Germany,returned
230,08/05/2025,Car Emergency Kit,230,230,"€134,87",Comprehensive emergency kit for roadside assistance.,Heilbronn,Germany,proceed
231,02/17/2025,Travel Pillow with Memory Foam,231,231,"€73,75",Ergonomically designed neck pillow for comfortable travel.,Magdeburg,Germany,returned
232,03/01/2026,Garlic Herb Grilled Chicken,232,232,"€102,92",Marinated grilled chicken breasts seasoned with garlic and herbs.,Hamburg,Germany,proceed
233,07/15/2025,Guitar Tuner,233,233,"€59,26",Clip-on guitar tuner with LCD display.,Hamburg Winterhude,Germany,shipped
234,04/19/2025,Creative Puzzle Game,234,234,"€80,80",Challenging and fun puzzle game for all ages.,Hamburg,Germany,returned
235,02/05/2026,Gardening Tool Belt,235,235,"€51,52",Convenient belt with pockets for easy access to tools while gardening.,Berlin,Germany,shipped
236,05/27/2025,Utility Cargo Pants,236,236,"€13,01",Practical cargo pants with lots of pockets for functionality.,Berlin,Germany,canceled
237,11/09/2025,Electric Toothbrush Holder,237,237,"€120,16",Sanitary holder that ensures your toothbrush stays clean.,Hamburg,Germany,proceed
238,08/09/2025,Green Smoothie Mix,238,238,"€71,47",A convenient powder mix combining greens and fruits for smoothies.,Berlin,Germany,shipped
239,02/16/2026,Noise Reduction Headphones,239,239,"€36,85",Passive noise reduction headphones for focus.,Dortmund,Germany,proceed
240,06/11/2025,Classic Watch,240,240,"€110,35",Timeless analog watch with a leather strap.,Köln,Germany,shipped
241,04/29/2026,Cable Knit Cardigan,241,241,"€130,16",Cozy cable knit cardigan to layer during chilly evenings.,Erfurt,Germany,proceed
242,12/11/2025,Smart Light Switch,242,242,"€48,87",Control lights remotely with this smart switch.,Berlin,Germany,shipped
243,04/19/2025,Smartphone Projector Kit,243,243,"€69,14",DIY kit to convert your smartphone into a mini projector.,Bochum,Germany,returned
244,12/08/2025,Lentils,244,244,"€146,56","High in protein, perfect for soups and stews.",Köln,Germany,shipped
245,07/31/2025,Portable Bluetooth Headphones,245,245,"€70,58",Wireless headphones with noise-canceling features.,Dresden,Germany,shipped
246,03/30/2025,Sesame Seeds,246,246,"€148,25",Crunchy seeds perfect for toppings and baking.,Dortmund,Germany,proceed
247,10/20/2025,Quinoa and Kale Salad Kit,247,247,"€15,59","Ready-to-eat salad with quinoa and kale, drizzled with vinaigrette.",Berlin,Germany,shipped
248,02/11/2025,Kids' Outdoor Explorer Kit,248,248,"€70,80",Fun kit for aspiring explorers with binoculars and a compass.,Essen,Germany,canceled
249,03/15/2026,Photo Album,249,249,"€68,13",Classic leather photo album for keepsakes.,Hamburg,Germany,returned
250,10/21/2025,Compressed Towel Tablets,250,250,"€114,46","Compact towels that expand when wet, ideal for travel.",Leipzig,Germany,shipped
251,10/05/2025,Chocolate Almond Milk,251,251,"€136,30",Rich and creamy almond milk with a hint of chocolate.,Aachen,Germany,shipped
252,08/01/2025,Spicy Roasted Nuts,252,252,"€34,59","A mix of nuts roasted with spicy seasonings, perfect for snacking.",Hamburg Harvestehude,Germany,canceled
253,09/26/2025,Garlic & Herb Goat Cheese,253,253,"€84,56","Creamy goat cheese infused with herbs and garlic, perfect for spreading on crackers.",Dresden,Germany,returned
254,05/19/2025,Interactive Robot Toy,254,254,"€32,29",Fun robot that engages kids with games and activities.,Düsseldorf,Germany,returned
255,09/28/2025,Freestanding Wine Rack,255,255,"€90,71",Stylish wine rack to store and display bottles.,Leipzig,Germany,canceled
256,04/04/2025,Kids' Activity Book,256,256,"€131,51",Fun book filled with puzzles and games for kids.,Augsburg,Germany,canceled
257,01/26/2026,Lentil Soup,257,257,"€65,18","Flavorful lentil soup, perfect for a quick meal.",Braunschweig,Germany,shipped
258,03/19/2026,Luxury Rolling Makeup Case,258,258,"€56,75",Stylish and spacious case for makeup and beauty products.,Solingen,Germany,returned
259,03/06/2026,Wall-Mounted Bookshelf,259,259,"€122,51",Floating bookshelf to display your favorite books.,Freiburg im Breisgau,Germany,returned
260,10/18/2025,Pizza Stone,260,260,"€24,36",Ceramic pizza stone for homemade pizzas.,Münster,Germany,shipped
261,08/18/2025,Pasta Maker Machine,261,261,"€97,47",Manual pasta maker for creating fresh pasta at home.,Frankfurt am Main,Germany,returned
262,02/24/2025,Quinoa and Kale Salad Kit,262,262,"€113,23","Ready-to-eat salad with quinoa and kale, drizzled with vinaigrette.",Würzburg,Germany,returned
263,11/11/2025,Greek Feta Cheese,263,263,"€90,29",Creamy and crumbly cheese for salads and dishes.,Hamm,Germany,shipped
264,02/01/2026,Printed Maxi Skirt,264,264,"€17,26",A colorful printed maxi skirt for a bohemian look.,Heilbronn,Germany,returned
265,05/21/2025,Self-Massaging Pillow,265,265,"€32,29",Comfortable pillow with built-in massage features.,Bielefeld,Germany,proceed
266,06/17/2025,Chunky Knit Sweater,266,266,"€111,00",Cozy oversized sweater perfect for chilly days with a textured knit design.,Hamburg Harvestehude,Germany,proceed
267,03/06/2025,Whole Wheat Pita Bread,267,267,"€109,79","Soft and fluffy whole wheat pita bread, great for wraps.",Nürnberg,Germany,shipped
268,02/21/2026,Children's Science Experiment Lab Kit,268,268,"€67,56",STEM-based kit for kids featuring cool science experiments.,Berlin,Germany,proceed
269,06/04/2025,Chocolate Chip Cookie Mix,269,269,"€96,45",Everything you need to bake delicious chocolate chip cookies.,Dresden,Germany,returned
270,06/28/2025,Beef Stroganoff Meal Kit,270,270,"€68,74",Complete meal kit with everything needed to make beef stroganoff in under 30 minutes.,Bremerhaven,Germany,returned
271,01/31/2025,Electric Toothbrush Holder,271,271,"€41,30",Sanitary holder that ensures your toothbrush stays clean.,Berlin,Germany,canceled
272,07/06/2025,Bicycle Lock,272,272,"€33,56",Heavy-duty bicycle lock for security.,Frankfurt am Main,Germany,returned
273,03/16/2026,Adjustable Dumbbells,273,273,"€128,01",Space-saving adjustable dumbbells for strength training.,Hannover,Germany,proceed
274,06/15/2025,Coconut Lime Rice,274,274,"€26,23","Flavorful rice mixed with coconut and lime, a tropical side dish.",Dresden,Germany,returned
275,04/22/2025,Bluetooth Headphones,275,275,"€24,29",Noise-cancelling Bluetooth headphones for immersive sound.,Wetzlar,Germany,returned
276,05/05/2026,Pet Camera with Treat Dispenser,276,276,"€144,77",Monitor and interact with your pet remotely with this camera.,Offenbach,Germany,shipped
277,06/01/2025,Sweet Potato & Kale Hash,277,277,"€30,49","Savory hash made with sweet potatoes and kale, a perfect side dish.",Karlsruhe,Germany,canceled
278,06/06/2025,Fitness Tracker,278,278,"€104,69","Track steps, heart rate, and sleep patterns.",Düsseldorf,Germany,canceled
279,02/05/2025,Pineapple Rings,279,279,"€127,69",Delicious canned pineapple rings for desserts or salads.,Wiesbaden,Germany,shipped
280,02/16/2026,Coconut Rice,280,280,"€70,90",Fluffy rice cooked with coconut milk for a tropical twist.,Berlin,Germany,shipped
281,01/28/2025,Electric Food Steamer,281,281,"€30,77",Electric food steamer for healthy cooking.,Mönchengladbach,Germany,canceled
282,06/19/2025,Lentil Vegetable Stew,282,282,"€25,70","Hearty stew made with lentils and mixed vegetables, vegan-friendly.",Dresden,Germany,proceed
283,03/13/2026,Blue Denim Jeans,283,283,"€78,88",Classic fit blue jeans with a slight stretch for comfort and durability.,Stuttgart,Germany,canceled
284,05/06/2025,Creamy Tomato Basil Soup,284,284,"€33,70","Rich and creamy tomato basil soup, perfect with a grilled cheese.",Düsseldorf,Germany,proceed
285,11/24/2025,Vegetable Stock,285,285,"€71,22",Rich vegetable stock for cooking soups and stews.,Herne,Germany,shipped
286,01/12/2025,Professional Chef Knife,286,286,"€59,05",High-carbon stainless steel chef knife for precision cutting.,Leipzig,Germany,canceled
287,02/22/2025,Adjustable Pet Feeder,287,287,"€138,79",Convenient feeder that adjusts to your pet's height.,Hamm,Germany,proceed
288,06/04/2025,Cauliflower Pizza Crust,288,288,"€71,29",Healthy pizza crust made from cauliflower,Essen,Germany,returned
289,12/18/2025,Paint By Numbers Kit,289,289,"€68,14",Relaxing paint kit with pre-printed canvas for painting.,Hamburg,Germany,proceed
290,10/13/2025,Frozen Edamame,290,290,"€86,26","Lightly salted frozen edamame, a protein-packed snack.",Nürnberg,Germany,shipped
291,08/01/2025,Personalized Keychain,291,291,"€75,46",Custom keychain with engraved text.,Berlin,Germany,shipped
292,05/12/2026,Teriyaki Chicken Skewers,292,292,"€40,03",Grilled chicken skewers glazed with teriyaki sauce.,Köln,Germany,proceed
293,01/07/2025,Customizable Name Plate,293,293,"€86,20",Personalized nameplate for offices or homes.,Hannover,Germany,returned
294,11/09/2025,Organic Green Apples,294,294,"€22,61","Fresh and tart organic green apples, great for snacking or baking.",Offenbach,Germany,shipped
295,12/14/2025,Garden Tool Set with Carrying Bag,295,295,"€91,74",Complete set for garden care with a handy carrying bag.,Berlin,Germany,proceed
296,11/09/2025,Roasted Red Pepper Dip,296,296,"€117,00","A blend of roasted red peppers and spices, perfect for dipping.",Mönchengladbach,Germany,canceled
297,06/06/2025,Pesto Pasta Salad,297,297,"€128,12",Cold pasta salad tossed with pesto and fresh vegetables.,Hamburg,Germany,returned
298,08/05/2025,Banana Nut Muffins,298,298,"€131,01","Moist, fluffy muffins packed with bananas and walnuts for a delightful breakfast or snack.",Hamburg,Germany,proceed
299,03/23/2025,Quinoa,299,299,"€78,09","Protein-rich quinoa, a great alternative to rice.",Hamburg Bramfeld,Germany,shipped
300,09/19/2025,Wireless Printer,300,300,"€36,63",Compact wireless printer for home use.,Essen,Germany,returned
301,03/02/2025,Antique Style Clock,301,301,"€81,83",Nostalgic clock that adds charm to any room.,Dresden,Germany,canceled
302,01/22/2025,Vegetable Medley,302,302,"€46,72",Mixed fresh vegetables for stir-frying or roasting.,Kiel,Germany,returned
303,09/12/2025,Walnut Halves,303,303,"€92,94",Fresh walnut halves for baking or snacking.,Braunschweig,Germany,shipped
304,02/14/2025,Peanut Butter Filled Pretzels,304,304,"€84,36",Salty pretzels filled with creamy peanut butter.,Berlin,Germany,shipped
305,07/18/2025,Hair Dryer,305,305,"€112,97",Compact hair dryer with multiple heat settings.,Mannheim,Germany,canceled
306,10/28/2025,Casual Sneakers,306,306,"€61,43",Versatile canvas sneakers suitable for everyday wear with a comfortable fit.,Halle,Germany,proceed
307,12/20/2025,Essential White Button-Up,307,307,"€146,75",A classic white button-up shirt for a polished appearance.,Augsburg,Germany,shipped
308,04/02/2026,Wrap Front Midi Skirt,308,308,"€129,37","Elegant midi skirt with a wrap design, great for both formal and casual events.",Düsseldorf,Germany,returned
309,05/20/2026,Chilli Lime Corn on the Cob,309,309,"€128,88",Corn on the cob seasoned with chili and lime for a spicy kick.,Wiesbaden,Germany,shipped
310,07/07/2025,Granola Clusters,310,310,"€48,09","Crunchy granola clusters, perfect for snacking or topping yogurt.",Dresden,Germany,proceed
311,05/03/2025,Pumpkin Spice Pancake Mix,311,311,"€30,02",Pancake mix infused with seasonal pumpkin spice flavor.,Bonn,Germany,proceed
312,01/20/2025,Mediterranean Couscous,312,312,"€15,50","Flavored couscous with herbs and spices, perfect as a side dish or a base for salads.",Berlin,Germany,canceled
313,01/18/2026,Spinach Artichoke Dip,313,313,"€49,69","A delicious creamy dip featuring spinach and artichokes, perfect for parties.",München,Germany,returned
314,04/24/2026,Buffalo Style Cauliflower Bites,314,314,"€66,08","Frozen cauliflower bites coated in spicy buffalo sauce, ready to bake and enjoy as an appetizer.",Dortmund,Germany,proceed
315,10/20/2025,Whole Roasted Chicken,315,315,"€141,81","Seasoned and roasted to perfection, ready to eat.",Hamm,Germany,proceed
316,12/21/2025,Travel Sewing Kit,316,316,"€88,53",Compact sewing kit for travel emergencies.,Halle,Germany,shipped
317,12/23/2025,Insulated Lunch Box,317,317,"€94,42",Durable lunch box designed to keep food fresh and cool.,Essen,Germany,returned
318,02/28/2025,Banana Nut Muffins,318,318,"€134,53","Moist, fluffy muffins packed with bananas and walnuts for a delightful breakfast or snack.",München,Germany,canceled
319,05/05/2026,Summer Tank Dress,319,319,"€109,85","A lightweight tank dress, ideal for warm weather outings.",Essen,Germany,canceled
320,02/06/2026,Organic Italian Seasoning,320,320,"€53,50",A blend of dried herbs commonly used in Italian cooking.,Karlsruhe,Germany,proceed
321,09/10/2025,Quality Chef Apron,321,321,"€132,59",Durable apron to keep clothes clean while cooking.,Rostock,Germany,canceled
322,04/26/2026,Coconut Granola,322,322,"€145,40",Crunchy granola mixed with coconut flakes.,Essen,Germany,shipped
323,10/20/2025,Pistachio Ice Cream,323,323,"€101,19",Creamy pistachio-flavored ice cream with real nuts.,Freiburg im Breisgau,Germany,returned
324,05/07/2025,Teriyaki Beef Strips,324,324,"€110,64",Marinated beef strips in teriyaki sauce for easy grilling.,Magdeburg,Germany,proceed
325,07/24/2025,Silicone Cooking Utensils Set,325,325,"€32,45",Non-stick and heat-resistant utensils for cooking.,Wiesbaden,Germany,shipped
326,09/16/2025,Basil Pesto Pasta,326,326,"€108,85","Pasta tossed with fresh basil pesto, simple and delicious.",Nürnberg,Germany,shipped
327,04/17/2026,Italian Sausage and Peppers,327,327,"€28,46",A flavorful blend of Italian sausage with sautéed peppers and onions.,Ludwigshafen am Rhein,Germany,returned
328,01/20/2025,Chocolate Hazelnut Spread,328,328,"€54,27","A creamy spread made with chocolate and hazelnuts, perfect for toast.",Ludwigshafen am Rhein,Germany,returned
329,10/14/2025,Solar Power Bank,329,329,"€113,91",Eco-friendly power bank that charges via sunlight.,Wetzlar,Germany,shipped
330,07/26/2025,Kombucha Drink,330,330,"€27,91","Refreshing and tangy fermented tea, available in various flavors.",Berlin,Germany,proceed
331,09/10/2025,Silicone Baking Mats,331,331,"€17,45",Reusable silicone mats for non-stick baking.,Kiel,Germany,canceled
332,02/22/2026,Travel Hair Straightener,332,332,"€47,35",Compact hair straightener for travel.,Chemnitz,Germany,canceled
333,06/04/2025,Wall-Mounted Wine Rack,333,333,"€94,09",Stylish and modern holder for storing wine bottles on walls.,Hamburg,Germany,returned
334,03/14/2026,Slim Wallet,334,334,"€82,43",RFID-blocking slim wallet for cards and cash.,Stuttgart Stuttgart-Mitte,Germany,returned
335,03/31/2026,Mini Cordless Vacuum Cleaner,335,335,"€26,37",Handheld vacuum cleaner for quick and easy cleaning.,Cottbus,Germany,canceled
336,12/29/2025,Bamboo Utensil Holder,336,336,"€56,88",Stylish holder for organizing cooking utensils.,Berlin,Germany,returned
337,10/04/2025,Artisan Bread,337,337,"€69,49","Freshly baked artisan bread, perfect for sandwiches or toasting.",Hamburg,Germany,shipped
338,02/06/2025,Pecan Pie Filling,338,338,"€12,82",Sweet and nutty filling for delicious homemade pecan pie.,Mönchengladbach,Germany,shipped
339,02/10/2025,Rustic Wooden Picture Frame,339,339,"€63,70",Charming frame to showcase your favorite photos.,Düsseldorf,Germany,canceled
340,08/25/2025,Sliced Provolone Cheese,340,340,"€90,98",Mild cheese great for sandwiches.,Remscheid,Germany,proceed
341,06/08/2025,Dark Chocolate Raisins,341,341,"€51,90",Juicy raisins coated in rich dark chocolate.,Hamburg Bramfeld,Germany,returned
342,04/23/2026,Quinoa & Black Bean Salad,342,342,"€59,82",A nutritious salad with quinoa and black beans,Hannover,Germany,canceled
343,08/05/2025,Spinach and Cheese Stuffed Shells,343,343,"€104,74",Delicious pasta shells filled with spinach and cheese,Hannover,Germany,canceled
344,02/28/2026,Handheld Garment Steamer,344,344,"€119,94",Quick and easy way to remove wrinkles from clothes.,Chemnitz,Germany,canceled
345,12/26/2025,Fashionable Fanny Pack,345,345,"€106,29","A trendy fanny pack, perfect for hands-free outings.",Ludwigshafen am Rhein,Germany,proceed
346,02/04/2025,Black Bean & Corn Salad,346,346,"€104,16","A fresh salad made with black beans, corn, and a zesty dressing, great for summer cookouts.",Magdeburg,Germany,canceled
347,04/24/2026,Jasmine Rice,347,347,"€111,30","Fragrant jasmine rice, perfect as a side dish.",Chemnitz,Germany,shipped
348,04/30/2026,Ginger Turmeric Shots,348,348,"€103,34",Ready-to-drink shots made with fresh ginger and turmeric.,Mannheim,Germany,shipped
349,03/14/2025,Sporty Slide Sandals,349,349,"€88,44",Comfortable slide sandals for lounging by the pool.,Hamburg,Germany,proceed
350,03/24/2026,Noise Reduction Headphones,350,350,"€97,95",Passive noise reduction headphones for focus.,Leipzig,Germany,canceled
351,09/27/2025,Vanilla Almond Granola,351,351,"€12,52","Crunchy granola with almonds and a hint of vanilla, perfect for breakfast.",Frankfurt am Main,Germany,proceed
352,06/05/2025,Rustic Italian Breads,352,352,"€22,24",Freshly baked artisan bread with a crisp crust and soft center.,Berlin,Germany,shipped
353,10/22/2025,Smashed Avocado with Lime,353,353,"€15,60","A creamy blend of avocados and lime juice, great for spreads or dips.",Heilbronn,Germany,shipped
354,10/12/2025,Organic Quinoa Chips,354,354,"€109,31","Light and crispy chips made from quinoa, ideal for dipping.",Berlin,Germany,returned
355,02/10/2026,Watercolor Set,355,355,"€23,20",Complete watercolor set with paints and brushes.,München,Germany,shipped
356,01/31/2025,Dark Chocolate Covered Pretzels,356,356,"€148,86",Crunchy pretzels dipped in rich dark chocolate.,Berlin,Germany,shipped
357,04/23/2026,Organic Lentil Soup,357,357,"€81,14",A hearty soup made with organic lentils and vegetables.,Chemnitz,Germany,shipped
358,05/21/2026,Organic Green Lentils,358,358,"€91,78","Nutty flavored lentils, perfect for soups and salads.",Leipzig,Germany,canceled
359,03/23/2026,Comfortable Jogger Pants,359,359,"€54,18","Relaxed fit joggers made from soft fleece, ideal for lounging or workouts.",Chemnitz,Germany,returned
360,01/05/2026,DIY Lip Balm Kit,360,360,"€20,42",Craft your own lip balms with this complete kit.,Berlin,Germany,returned
361,02/23/2025,Silicone Baking Molds,361,361,"€144,54",Set of flexible molds for baking cakes and pastries.,Berlin,Germany,returned
362,05/01/2026,Kettle Chip Variety Pack,362,362,"€142,70",A crunchy collection of flavored kettle chips in a convenient pack.,Würzburg,Germany,proceed
363,02/18/2025,Sriracha Sauce,363,363,"€106,18",Spicy chili sauce for an extra kick in your meals.,Braunschweig,Germany,proceed
364,10/10/2025,Air Mattress,364,364,"€80,49",Inflatable air mattress for convenient sleeping.,Dresden,Germany,returned
365,09/09/2025,Portable Air Purifier,365,365,"€41,77",Compact air purifier to improve indoor air quality.,Hannover,Germany,canceled
366,11/11/2025,Dried Fruit Medley,366,366,"€111,08",A delightful mix of dried fruits for trail mix or snacks.,Düsseldorf,Germany,proceed
367,05/06/2025,Graphic Hoodie,367,367,"€91,49",Bold graphic hoodie featuring a comfortable fit and soft fabric.,Nürnberg,Germany,proceed
368,10/18/2025,Pet Grooming Scissors,368,368,"€70,78",Quality scissors designed for easy pet grooming.,Bonn,Germany,canceled
369,08/30/2025,Outdoor Camping Lantern,369,369,"€149,94",Rechargeable LED lantern ideal for camping and outdoor activities.,Würzburg,Germany,canceled
370,08/01/2025,Legging Pants,370,370,"€41,55",Comfortable and stretchy legging pants perfect for workouts or daily wear.,Solingen,Germany,proceed
371,01/01/2025,Peach Mango Smoothie Mix,371,371,"€95,11",A blend of peach and mango for a tropical smoothie.,Halle,Germany,proceed
372,03/25/2025,Coconut Cream Pie Mix,372,372,"€83,15","Creamy, sweet pie mix to make the perfect coconut cream pie.",Dresden,Germany,shipped
373,08/11/2025,High-Quality Yoga Mat,373,373,"€74,15",Non-slip mat designed for yoga and fitness exercises.,München,Germany,canceled
374,11/10/2025,Stainless Steel Travel Mug,374,374,"€35,09",Insulated mug to keep drinks hot on the go.,Köln,Germany,canceled
375,06/14/2025,Brussels Sprouts,375,375,"€138,17","Fresh Brussels sprouts, great for roasting or steaming.",Köln,Germany,shipped
376,02/16/2026,Dried Apricots,376,376,"€136,01","Sweet, chewy dried apricots, great for snacking or baking.",Halle,Germany,proceed
377,05/04/2025,Cinnamon Spiced Almonds,377,377,"€72,89",Crispy almonds coated with cinnamon and sugar for a sweet and crunchy snack.,Karlsruhe,Germany,proceed
378,01/01/2026,Pesto Genovese,378,378,"€43,51",Traditional basil pesto made with extra virgin olive oil.,Köln,Germany,returned
379,03/18/2025,Portable Campfire,379,379,"€16,84",Compact campfire for grilling and warmth during camping trips.,Lübeck,Germany,returned
380,12/23/2025,Maple Almond Butter,380,380,"€78,72",Creamy almond butter sweetened with maple syrup for a delicious spread.,Bochum,Germany,proceed
381,12/29/2025,Chocolate Chip Muffins,381,381,"€119,47",Fresh baked chocolate chip muffins for breakfast.,Bremen,Germany,returned
382,01/15/2025,Sketchbook,382,382,"€72,27",High-quality sketchbook for artists.,Berlin,Germany,returned
383,03/15/2025,Pumpkin Spice Muffins,383,383,"€148,43",Moist and flavorful muffins packed with fall spices and pumpkin puree.,Bochum,Germany,canceled
384,05/11/2026,Kale Chips,384,384,"€26,33","Healthy, crunchy kale chips, a nutritious snack.",Hamburg Bramfeld,Germany,proceed
385,03/22/2025,Kettle Corn Popcorn,385,385,"€31,74","Sweet and salty kettle corn, perfect for snacking.",Berlin,Germany,shipped
386,08/02/2025,Wireless Car Charger,386,386,"€44,69",Convenient charging pad for wireless charging in vehicles.,Hamburg Harvestehude,Germany,canceled
387,12/27/2025,Pet Activity Tracker,387,387,"€52,40",GPS collar that monitors your pet's location and activity level.,Düsseldorf,Germany,proceed
388,07/23/2025,Wireless Smart Plug,388,388,"€63,86",Control home appliances remotely using your smartphone app.,Kiel,Germany,canceled
389,05/11/2026,Fettuccine Alfredo Dinner Kit,389,389,"€95,85",Easy meal kit for creamy fettuccine Alfredo.,Frankfurt am Main,Germany,canceled
390,09/24/2025,Cinnamon Roll Protein Bar,390,390,"€17,75",Soft and chewy bar packed with protein and cinnamon flavors.,Wetzlar,Germany,canceled
391,07/20/2025,Tabletop Fire Pit,391,391,"€55,68",Compact and stylish indoor/outdoor fire pit for ambiance.,Bielefeld,Germany,shipped
392,11/13/2025,Portable Camping Stove,392,392,"€85,91",Compact camp stove for outdoor cooking.,Kiel,Germany,proceed
393,05/29/2025,Diced Tomatoes (canned),393,393,"€41,13","Canned diced tomatoes, great base for sauces and soups.",Dortmund,Germany,returned
394,04/18/2025,Crispy Rice Treats,394,394,"€67,46",Classic marshmallow treats made with crispy rice.,Köln,Germany,shipped
395,01/13/2025,Men's Waterproof Hiking Boots,395,395,"€108,19",Durable boots designed for outdoor hiking and activities.,Berlin,Germany,proceed
396,05/11/2026,Thai Coconut Curry Sauce,396,396,"€54,37",A rich coconut curry sauce perfect for simmering vegetables or meats.,Berlin,Germany,proceed
397,02/20/2025,Incense Holder,397,397,"€14,66",Ceramic incense holder for a calming atmosphere.,Hannover,Germany,shipped
398,02/16/2025,Survival Gear Kit,398,398,"€13,99",Essential survival gear kit for emergencies.,Kiel,Germany,canceled
399,05/14/2026,Bluetooth Sleep Headphones,399,399,"€85,94",Comfortable wireless headphones designed for sleeping.,Hamburg,Germany,canceled
400,10/08/2025,Compact Folding Table,400,400,"€141,70",Versatile folding table great for events or outdoor activities.,Dillenburg,Germany,proceed
401,03/26/2025,Beef Chili,401,401,"€139,75","Hearty beef chili, ready to heat and eat.",Leipzig,Germany,shipped
402,04/05/2026,Electric Heat Pad,402,402,"€126,18",Microwaveable heat pad for soothing muscle aches.,Köln,Germany,proceed
403,11/15/2025,Wooden Puzzle Game,403,403,"€108,41",Classic wooden puzzle game for kids and adults.,Stuttgart,Germany,shipped
404,11/25/2025,Smartphone Holder for Car,404,404,"€25,60",Secure phone mount for your vehicle's dashboard.,Münster,Germany,canceled
405,08/15/2025,Almond Butter Crunch Bar,405,405,"€40,32",Nutritious snack bar made with almond butter and protein.,Dresden,Germany,proceed
406,09/09/2025,Organic Fruit Salad,406,406,"€34,57","Fresh fruit salad, ready to eat and refreshing.",Ludwigshafen am Rhein,Germany,canceled
407,06/06/2025,Wild Rice & Quinoa Mix,407,407,"€28,76","Nutritious blend of wild rice and quinoa, perfect as a side dish.",Hamburg,Germany,proceed
408,07/18/2025,Cinnamon Sugar Popcorn,408,408,"€127,19",Sweet popcorn coated in a mixture of cinnamon and sugar.,Augsburg,Germany,returned
409,09/13/2025,Set of Decorative Storage Bins,409,409,"€54,25",Colorful bins to keep your space organized.,Mönchengladbach,Germany,shipped
410,05/13/2025,Electric Bike,410,410,"€98,02",Eco-friendly electric bike with a 30-mile range.,Köln,Germany,proceed
411,05/03/2025,Chickpea Snack Mix,411,411,"€102,49","Crunchy, seasoned chickpeas for a wholesome snack.",Frankfurt am Main,Germany,returned
412,09/13/2025,Basil Pesto Pasta,412,412,"€133,53","Pasta tossed with fresh basil pesto, simple and delicious.",Köln,Germany,canceled
413,05/10/2026,Self-Watering Planter,413,413,"€53,74",Planter with self-watering feature for easy plant care.,Berlin,Germany,returned
414,01/09/2026,Yoga Strap,414,414,"€112,76",Durable yoga strap for deeper stretches.,Braunschweig,Germany,canceled
415,08/24/2025,Wireless Printer,415,415,"€78,28",Compact wireless printer for home use.,Berlin,Germany,proceed
416,04/07/2026,Pasta Maker,416,416,"€108,76",Manual pasta maker for homemade pasta.,München,Germany,returned
417,12/21/2025,Dried Mango Slices,417,417,"€17,65","Sweet and chewy dried mango slices, perfect for snacking.",Berlin,Germany,returned
418,10/08/2025,Cacao Nibs,418,418,"€138,96","Crunchy cacao nibs, great for adding to smoothies or baking.",Berlin,Germany,canceled
